Product,Brand,Price,SaleDate,Quantity,Region,RAM,ROM,Year,Month,Day,Revenue,Prev_Quantity,Growth_Rate_%,Trend
Laptop,Acer,104355.0,2023-09-25,1,South,16GB,256GB,2023,9,25,104355.0,1,0.0,Stable
Laptop,Acer,135436.0,2023-09-25,7,North,12GB,256GB,2023,9,25,948052.0,1,600.0,Forte Hausse
Mobile Phone,Acer,153960.0,2023-09-26,4,South,4GB,64GB,2023,9,26,615840.0,7,-42.86,Baisse
Laptop,Acer,65037.0,2023-09-26,5,Central,6GB,128GB,2023,9,26,325185.0,4,25.0,Forte Hausse
Laptop,Acer,170116.0,2023-09-26,10,South,4GB,512GB,2023,9,26,1701160.0,5,100.0,Forte Hausse
Laptop,Acer,7838.0,2023-09-26,7,Central,32GB,512GB,2023,9,26,54866.0,10,-30.0,Baisse
Mobile Phone,Acer,195022.0,2023-09-27,1,South,32GB,512GB,2023,9,27,195022.0,7,-85.71,Baisse
Mobile Phone,Acer,139708.0,2023-09-28,6,Central,4GB,128GB,2023,9,28,838248.0,1,500.0,Forte Hausse
Mobile Phone,Acer,158505.0,2023-09-29,3,West,16GB,512GB,2023,9,29,475515.0,6,-50.0,Baisse
Mobile Phone,Acer,157526.0,2023-09-29,6,East,16GB,128GB,2023,9,29,945156.0,3,100.0,Forte Hausse
Mobile Phone,Acer,48628.0,2023-10-01,8,Central,32GB,64GB,2023,10,1,389024.0,6,33.33,Forte Hausse
Mobile Phone,Acer,192475.0,2023-10-01,1,South,16GB,256GB,2023,10,1,192475.0,8,-87.5,Baisse
Mobile Phone,Acer,144750.0,2023-10-05,7,Central,16GB,512GB,2023,10,5,1013250.0,1,600.0,Forte Hausse
Mobile Phone,Acer,24834.0,2023-10-05,4,Central,12GB,64GB,2023,10,5,99336.0,7,-42.86,Baisse
Mobile Phone,Acer,97112.0,2023-10-05,10,West,16GB,512GB,2023,10,5,971120.0,4,150.0,Forte Hausse
Mobile Phone,Acer,6863.0,2023-10-06,1,North,32GB,64GB,2023,10,6,6863.0,10,-90.0,Baisse
Mobile Phone,Acer,25982.0,2023-10-06,4,South,8GB,512GB,2023,10,6,103928.0,1,300.0,Forte Hausse
Laptop,Acer,50573.0,2023-10-06,3,North,6GB,512GB,2023,10,6,151719.0,4,-25.0,Baisse
Mobile Phone,Acer,55561.0,2023-10-07,4,West,4GB,64GB,2023,10,7,222244.0,3,33.33,Forte Hausse
Laptop,Acer,188889.0,2023-10-08,9,West,4GB,512GB,2023,10,8,1700001.0,4,125.0,Forte Hausse
Laptop,Acer,39307.0,2023-10-08,4,Central,8GB,1TB,2023,10,8,157228.0,9,-55.56,Baisse
Mobile Phone,Acer,93555.0,2023-10-09,10,West,12GB,512GB,2023,10,9,935550.0,4,150.0,Forte Hausse
Mobile Phone,Acer,23752.0,2023-10-10,1,West,8GB,1TB,2023,10,10,23752.0,10,-90.0,Baisse
Laptop,Acer,153639.0,2023-10-10,1,West,16GB,64GB,2023,10,10,153639.0,1,0.0,Stable
Laptop,Acer,85877.0,2023-10-11,1,West,6GB,512GB,2023,10,11,85877.0,1,0.0,Stable
Laptop,Acer,82881.0,2023-10-12,6,North,6GB,64GB,2023,10,12,497286.0,1,500.0,Forte Hausse
Laptop,Acer,120131.0,2023-10-12,2,Central,8GB,128GB,2023,10,12,240262.0,6,-66.67,Baisse
Mobile Phone,Acer,165072.0,2023-10-14,4,Central,16GB,512GB,2023,10,14,660288.0,2,100.0,Forte Hausse
Mobile Phone,Acer,26239.0,2023-10-14,7,Central,6GB,256GB,2023,10,14,183673.0,4,75.0,Forte Hausse
Laptop,Acer,37383.0,2023-10-14,4,West,6GB,512GB,2023,10,14,149532.0,7,-42.86,Baisse
Laptop,Acer,77583.0,2023-10-15,6,East,6GB,256GB,2023,10,15,465498.0,4,50.0,Forte Hausse
Laptop,Acer,138716.0,2023-10-15,6,North,8GB,512GB,2023,10,15,832296.0,6,0.0,Stable
Laptop,Acer,188239.0,2023-10-15,3,East,32GB,256GB,2023,10,15,564717.0,6,-50.0,Baisse
Mobile Phone,Acer,169441.0,2023-10-15,2,East,6GB,512GB,2023,10,15,338882.0,3,-33.33,Baisse
Laptop,Acer,133355.0,2023-10-16,7,North,16GB,512GB,2023,10,16,933485.0,2,250.0,Forte Hausse
Laptop,Acer,9540.0,2023-10-16,8,Central,6GB,256GB,2023,10,16,76320.0,7,14.29,Forte Hausse
Laptop,Acer,159101.0,2023-10-17,5,South,8GB,128GB,2023,10,17,795505.0,8,-37.5,Baisse
Laptop,Acer,68809.0,2023-10-19,6,East,6GB,256GB,2023,10,19,412854.0,5,20.0,Forte Hausse
Laptop,Acer,61380.0,2023-10-20,5,South,12GB,1TB,2023,10,20,306900.0,6,-16.67,Baisse
Laptop,Acer,99227.0,2023-10-23,5,West,12GB,1TB,2023,10,23,496135.0,5,0.0,Stable
Laptop,Acer,147323.0,2023-10-23,7,Central,4GB,512GB,2023,10,23,1031261.0,5,40.0,Forte Hausse
Mobile Phone,Acer,103208.0,2023-10-25,5,West,4GB,512GB,2023,10,25,516040.0,7,-28.57,Baisse
Laptop,Acer,108629.0,2023-10-25,8,North,32GB,64GB,2023,10,25,869032.0,5,60.0,Forte Hausse
Mobile Phone,Acer,176512.0,2023-10-25,6,Central,12GB,256GB,2023,10,25,1059072.0,8,-25.0,Baisse
Laptop,Acer,108876.0,2023-10-26,3,Central,4GB,256GB,2023,10,26,326628.0,6,-50.0,Baisse
Mobile Phone,Acer,185796.0,2023-10-27,4,North,32GB,256GB,2023,10,27,743184.0,3,33.33,Forte Hausse
Laptop,Acer,109600.0,2023-10-28,2,West,12GB,128GB,2023,10,28,219200.0,4,-50.0,Baisse
Mobile Phone,Acer,87279.0,2023-10-29,8,North,8GB,64GB,2023,10,29,698232.0,2,300.0,Forte Hausse
Mobile Phone,Acer,72128.0,2023-10-30,10,North,12GB,128GB,2023,10,30,721280.0,8,25.0,Forte Hausse
Mobile Phone,Acer,113548.0,2023-10-30,3,Central,8GB,128GB,2023,10,30,340644.0,10,-70.0,Baisse
Mobile Phone,Acer,197776.0,2023-10-31,1,South,8GB,128GB,2023,10,31,197776.0,3,-66.67,Baisse
Mobile Phone,Acer,20541.0,2023-10-31,4,North,16GB,512GB,2023,10,31,82164.0,1,300.0,Forte Hausse
Laptop,Acer,170226.0,2023-11-01,10,Central,16GB,256GB,2023,11,1,1702260.0,4,150.0,Forte Hausse
Laptop,Acer,121638.0,2023-11-03,1,North,8GB,1TB,2023,11,3,121638.0,10,-90.0,Baisse
Laptop,Acer,101476.0,2023-11-03,8,North,32GB,256GB,2023,11,3,811808.0,1,700.0,Forte Hausse
Laptop,Acer,26723.0,2023-11-03,4,Central,32GB,128GB,2023,11,3,106892.0,8,-50.0,Baisse
Laptop,Acer,134963.0,2023-11-04,7,South,16GB,128GB,2023,11,4,944741.0,4,75.0,Forte Hausse
Laptop,Acer,79351.0,2023-11-06,7,South,8GB,128GB,2023,11,6,555457.0,7,0.0,Stable
Mobile Phone,Acer,121825.0,2023-11-06,7,West,12GB,256GB,2023,11,6,852775.0,7,0.0,Stable
Laptop,Acer,155939.0,2023-11-06,3,East,12GB,1TB,2023,11,6,467817.0,7,-57.14,Baisse
Laptop,Acer,64112.0,2023-11-06,4,East,8GB,1TB,2023,11,6,256448.0,3,33.33,Forte Hausse
Laptop,Acer,6573.0,2023-11-07,3,South,4GB,64GB,2023,11,7,19719.0,4,-25.0,Baisse
Mobile Phone,Acer,141625.0,2023-11-08,8,East,4GB,256GB,2023,11,8,1133000.0,3,166.67,Forte Hausse
Laptop,Acer,90130.0,2023-11-09,9,North,32GB,64GB,2023,11,9,811170.0,8,12.5,Forte Hausse
Laptop,Acer,103899.0,2023-11-09,3,West,4GB,128GB,2023,11,9,311697.0,9,-66.67,Baisse
Mobile Phone,Acer,90343.0,2023-11-10,1,Central,32GB,512GB,2023,11,10,90343.0,3,-66.67,Baisse
Laptop,Acer,26687.0,2023-11-10,8,North,12GB,256GB,2023,11,10,213496.0,1,700.0,Forte Hausse
Mobile Phone,Acer,180752.0,2023-11-11,3,North,6GB,128GB,2023,11,11,542256.0,8,-62.5,Baisse
Mobile Phone,Acer,53561.0,2023-11-13,3,Central,8GB,1TB,2023,11,13,160683.0,3,0.0,Stable
Laptop,Acer,164893.0,2023-11-14,10,East,6GB,512GB,2023,11,14,1648930.0,3,233.33,Forte Hausse
Laptop,Acer,170445.0,2023-11-15,10,South,32GB,512GB,2023,11,15,1704450.0,10,0.0,Stable
Laptop,Acer,142882.0,2023-11-16,3,Central,4GB,1TB,2023,11,16,428646.0,10,-70.0,Baisse
Mobile Phone,Acer,53964.0,2023-11-16,4,South,8GB,128GB,2023,11,16,215856.0,3,33.33,Forte Hausse
Laptop,Acer,58628.0,2023-11-16,2,North,16GB,512GB,2023,11,16,117256.0,4,-50.0,Baisse
Laptop,Acer,36595.0,2023-11-18,1,Central,16GB,64GB,2023,11,18,36595.0,2,-50.0,Baisse
Laptop,Acer,186904.0,2023-11-18,5,West,16GB,128GB,2023,11,18,934520.0,1,400.0,Forte Hausse
Laptop,Acer,94477.0,2023-11-20,6,West,4GB,1TB,2023,11,20,566862.0,5,20.0,Forte Hausse
Mobile Phone,Acer,52054.0,2023-11-21,6,South,8GB,128GB,2023,11,21,312324.0,6,0.0,Stable
Mobile Phone,Acer,40738.0,2023-11-23,1,East,12GB,256GB,2023,11,23,40738.0,6,-83.33,Baisse
Mobile Phone,Acer,62041.0,2023-11-23,6,South,8GB,1TB,2023,11,23,372246.0,1,500.0,Forte Hausse
Laptop,Acer,61725.0,2023-11-23,4,North,32GB,128GB,2023,11,23,246900.0,6,-33.33,Baisse
Laptop,Acer,76167.0,2023-11-24,2,Central,8GB,128GB,2023,11,24,152334.0,4,-50.0,Baisse
Laptop,Acer,140661.0,2023-11-24,5,East,12GB,256GB,2023,11,24,703305.0,2,150.0,Forte Hausse
Mobile Phone,Acer,134963.0,2023-11-24,3,Central,4GB,64GB,2023,11,24,404889.0,5,-40.0,Baisse
Mobile Phone,Acer,22032.0,2023-11-25,1,North,8GB,1TB,2023,11,25,22032.0,3,-66.67,Baisse
Laptop,Acer,147707.0,2023-11-25,4,West,6GB,128GB,2023,11,25,590828.0,1,300.0,Forte Hausse
Mobile Phone,Acer,50292.0,2023-11-26,8,North,6GB,1TB,2023,11,26,402336.0,4,100.0,Forte Hausse
Mobile Phone,Acer,134270.0,2023-11-27,7,South,32GB,1TB,2023,11,27,939890.0,8,-12.5,Baisse
Laptop,Acer,70035.0,2023-11-27,7,North,12GB,1TB,2023,11,27,490245.0,7,0.0,Stable
Laptop,Acer,162156.0,2023-11-28,1,South,12GB,64GB,2023,11,28,162156.0,7,-85.71,Baisse
Mobile Phone,Acer,190663.0,2023-11-28,9,Central,6GB,256GB,2023,11,28,1715967.0,1,800.0,Forte Hausse
Laptop,Acer,7320.0,2023-11-28,8,North,32GB,128GB,2023,11,28,58560.0,9,-11.11,Baisse
Mobile Phone,Acer,154839.0,2023-11-29,3,South,16GB,512GB,2023,11,29,464517.0,8,-62.5,Baisse
Mobile Phone,Acer,9964.0,2023-12-01,10,West,4GB,512GB,2023,12,1,99640.0,3,233.33,Forte Hausse
Laptop,Acer,49533.0,2023-12-01,9,East,12GB,1TB,2023,12,1,445797.0,10,-10.0,Baisse
Laptop,Acer,44418.0,2023-12-01,5,North,4GB,512GB,2023,12,1,222090.0,9,-44.44,Baisse
Mobile Phone,Acer,120855.0,2023-12-02,1,South,16GB,256GB,2023,12,2,120855.0,5,-80.0,Baisse
Laptop,Acer,175784.0,2023-12-03,1,West,16GB,256GB,2023,12,3,175784.0,1,0.0,Stable
Laptop,Acer,115118.0,2023-12-03,6,East,32GB,1TB,2023,12,3,690708.0,1,500.0,Forte Hausse
Mobile Phone,Acer,100524.0,2023-12-03,5,North,4GB,128GB,2023,12,3,502620.0,6,-16.67,Baisse
Laptop,Acer,95097.0,2023-12-05,5,South,16GB,256GB,2023,12,5,475485.0,5,0.0,Stable
Laptop,Acer,166491.0,2023-12-05,10,Central,16GB,256GB,2023,12,5,1664910.0,5,100.0,Forte Hausse
Mobile Phone,Acer,22862.0,2023-12-10,6,Central,6GB,512GB,2023,12,10,137172.0,10,-40.0,Baisse
Mobile Phone,Acer,33063.0,2023-12-10,9,West,4GB,512GB,2023,12,10,297567.0,6,50.0,Forte Hausse
Laptop,Acer,109995.0,2023-12-12,3,North,16GB,512GB,2023,12,12,329985.0,9,-66.67,Baisse
Mobile Phone,Acer,150458.0,2023-12-12,8,West,12GB,64GB,2023,12,12,1203664.0,3,166.67,Forte Hausse
Mobile Phone,Acer,131642.0,2023-12-13,2,Central,8GB,512GB,2023,12,13,263284.0,8,-75.0,Baisse
Mobile Phone,Acer,46635.0,2023-12-13,1,West,8GB,256GB,2023,12,13,46635.0,2,-50.0,Baisse
Laptop,Acer,174001.0,2023-12-14,6,South,16GB,512GB,2023,12,14,1044006.0,1,500.0,Forte Hausse
Laptop,Acer,197199.0,2023-12-15,4,Central,32GB,512GB,2023,12,15,788796.0,6,-33.33,Baisse
Laptop,Acer,54842.0,2023-12-15,4,Central,16GB,128GB,2023,12,15,219368.0,4,0.0,Stable
Mobile Phone,Acer,163849.0,2023-12-15,8,East,8GB,512GB,2023,12,15,1310792.0,4,100.0,Forte Hausse
Laptop,Acer,32739.0,2023-12-18,2,East,8GB,64GB,2023,12,18,65478.0,8,-75.0,Baisse
Laptop,Acer,193508.0,2023-12-19,10,North,32GB,1TB,2023,12,19,1935080.0,2,400.0,Forte Hausse
Mobile Phone,Acer,70273.0,2023-12-19,8,West,6GB,128GB,2023,12,19,562184.0,10,-20.0,Baisse
Mobile Phone,Acer,125801.0,2023-12-20,2,South,4GB,1TB,2023,12,20,251602.0,8,-75.0,Baisse
Laptop,Acer,12928.0,2023-12-20,4,East,8GB,512GB,2023,12,20,51712.0,2,100.0,Forte Hausse
Laptop,Acer,64052.0,2023-12-20,2,East,6GB,128GB,2023,12,20,128104.0,4,-50.0,Baisse
Mobile Phone,Acer,73006.0,2023-12-21,3,South,12GB,1TB,2023,12,21,219018.0,2,50.0,Forte Hausse
Mobile Phone,Acer,21018.0,2023-12-21,10,West,32GB,256GB,2023,12,21,210180.0,3,233.33,Forte Hausse
Laptop,Acer,174474.0,2023-12-22,1,Central,8GB,512GB,2023,12,22,174474.0,10,-90.0,Baisse
Mobile Phone,Acer,24556.0,2023-12-22,7,South,8GB,1TB,2023,12,22,171892.0,1,600.0,Forte Hausse
Mobile Phone,Acer,86516.0,2023-12-23,4,West,16GB,64GB,2023,12,23,346064.0,7,-42.86,Baisse
Mobile Phone,Acer,40202.0,2023-12-24,8,North,12GB,512GB,2023,12,24,321616.0,4,100.0,Forte Hausse
Laptop,Acer,115537.0,2023-12-24,8,East,12GB,512GB,2023,12,24,924296.0,8,0.0,Stable
Laptop,Acer,37454.0,2023-12-24,1,North,12GB,1TB,2023,12,24,37454.0,8,-87.5,Baisse
Mobile Phone,Acer,119702.0,2023-12-24,9,Central,4GB,1TB,2023,12,24,1077318.0,1,800.0,Forte Hausse
Laptop,Acer,89103.0,2023-12-25,7,East,12GB,128GB,2023,12,25,623721.0,9,-22.22,Baisse
Laptop,Acer,8015.0,2023-12-27,9,North,4GB,64GB,2023,12,27,72135.0,7,28.57,Forte Hausse
Mobile Phone,Acer,82813.0,2023-12-28,10,South,4GB,512GB,2023,12,28,828130.0,9,11.11,Forte Hausse
Mobile Phone,Acer,12052.0,2023-12-28,3,Central,16GB,512GB,2023,12,28,36156.0,10,-70.0,Baisse
Mobile Phone,Acer,112129.0,2023-12-29,4,West,32GB,256GB,2023,12,29,448516.0,3,33.33,Forte Hausse
Mobile Phone,Acer,185520.0,2023-12-31,8,North,32GB,64GB,2023,12,31,1484160.0,4,100.0,Forte Hausse
Mobile Phone,Acer,114198.0,2023-12-31,5,Central,32GB,1TB,2023,12,31,570990.0,8,-37.5,Baisse
Laptop,Acer,45105.0,2023-12-31,5,East,32GB,512GB,2023,12,31,225525.0,5,0.0,Stable
Mobile Phone,Acer,56251.0,2023-12-31,3,North,8GB,64GB,2023,12,31,168753.0,5,-40.0,Baisse
Laptop,Acer,15266.0,2024-01-01,3,North,12GB,1TB,2024,1,1,45798.0,3,0.0,Stable
Mobile Phone,Acer,73579.0,2024-01-01,3,Central,6GB,64GB,2024,1,1,220737.0,3,0.0,Stable
Mobile Phone,Acer,122013.0,2024-01-02,9,North,6GB,64GB,2024,1,2,1098117.0,3,200.0,Forte Hausse
Mobile Phone,Acer,62841.0,2024-01-02,8,Central,16GB,256GB,2024,1,2,502728.0,9,-11.11,Baisse
Mobile Phone,Acer,22968.0,2024-01-02,3,North,16GB,512GB,2024,1,2,68904.0,8,-62.5,Baisse
Laptop,Acer,147840.0,2024-01-02,7,North,8GB,128GB,2024,1,2,1034880.0,3,133.33,Forte Hausse
Mobile Phone,Acer,85607.0,2024-01-05,10,North,4GB,512GB,2024,1,5,856070.0,7,42.86,Forte Hausse
Laptop,Acer,156341.0,2024-01-05,7,Central,4GB,1TB,2024,1,5,1094387.0,10,-30.0,Baisse
Mobile Phone,Acer,63630.0,2024-01-06,8,South,32GB,64GB,2024,1,6,509040.0,7,14.29,Forte Hausse
Laptop,Acer,27766.0,2024-01-07,6,West,8GB,256GB,2024,1,7,166596.0,8,-25.0,Baisse
Mobile Phone,Acer,138866.0,2024-01-07,10,South,16GB,512GB,2024,1,7,1388660.0,6,66.67,Forte Hausse
Laptop,Acer,35611.0,2024-01-07,8,West,16GB,64GB,2024,1,7,284888.0,10,-20.0,Baisse
Laptop,Acer,75339.0,2024-01-08,10,North,6GB,64GB,2024,1,8,753390.0,8,25.0,Forte Hausse
Mobile Phone,Acer,81839.0,2024-01-10,7,East,32GB,1TB,2024,1,10,572873.0,10,-30.0,Baisse
Laptop,Acer,191504.0,2024-01-12,1,Central,12GB,128GB,2024,1,12,191504.0,7,-85.71,Baisse
Laptop,Acer,7724.0,2024-01-12,4,West,32GB,64GB,2024,1,12,30896.0,1,300.0,Forte Hausse
Laptop,Acer,133544.0,2024-01-13,3,South,8GB,1TB,2024,1,13,400632.0,4,-25.0,Baisse
Laptop,Acer,67784.0,2024-01-15,7,West,8GB,128GB,2024,1,15,474488.0,3,133.33,Forte Hausse
Laptop,Acer,125258.0,2024-01-17,4,West,12GB,256GB,2024,1,17,501032.0,7,-42.86,Baisse
Mobile Phone,Acer,198120.0,2024-01-19,4,West,32GB,1TB,2024,1,19,792480.0,4,0.0,Stable
Mobile Phone,Acer,81969.0,2024-01-19,9,Central,16GB,64GB,2024,1,19,737721.0,4,125.0,Forte Hausse
Mobile Phone,Acer,102352.0,2024-01-20,6,West,4GB,1TB,2024,1,20,614112.0,9,-33.33,Baisse
Mobile Phone,Acer,189700.0,2024-01-21,4,East,12GB,1TB,2024,1,21,758800.0,6,-33.33,Baisse
Laptop,Acer,102961.0,2024-01-22,8,East,16GB,128GB,2024,1,22,823688.0,4,100.0,Forte Hausse
Laptop,Acer,134046.0,2024-01-22,6,East,6GB,128GB,2024,1,22,804276.0,8,-25.0,Baisse
Laptop,Acer,193294.0,2024-01-23,7,West,12GB,512GB,2024,1,23,1353058.0,6,16.67,Forte Hausse
Mobile Phone,Acer,189208.0,2024-01-23,2,Central,4GB,64GB,2024,1,23,378416.0,7,-71.43,Baisse
Laptop,Acer,123980.0,2024-01-24,6,Central,16GB,1TB,2024,1,24,743880.0,2,200.0,Forte Hausse
Mobile Phone,Acer,77639.0,2024-01-24,3,East,4GB,64GB,2024,1,24,232917.0,6,-50.0,Baisse
Mobile Phone,Acer,135911.0,2024-01-24,2,West,16GB,256GB,2024,1,24,271822.0,3,-33.33,Baisse
Mobile Phone,Acer,53628.0,2024-01-25,3,South,32GB,128GB,2024,1,25,160884.0,2,50.0,Forte Hausse
Laptop,Acer,26834.0,2024-01-25,2,Central,16GB,64GB,2024,1,25,53668.0,3,-33.33,Baisse
Laptop,Acer,45244.0,2024-01-26,4,East,12GB,256GB,2024,1,26,180976.0,2,100.0,Forte Hausse
Mobile Phone,Acer,145974.0,2024-01-27,9,West,4GB,64GB,2024,1,27,1313766.0,4,125.0,Forte Hausse
Mobile Phone,Acer,161364.0,2024-01-29,10,North,32GB,64GB,2024,1,29,1613640.0,9,11.11,Forte Hausse
Mobile Phone,Acer,61918.0,2024-01-29,1,Central,16GB,128GB,2024,1,29,61918.0,10,-90.0,Baisse
Laptop,Acer,136750.0,2024-01-29,8,East,16GB,256GB,2024,1,29,1094000.0,1,700.0,Forte Hausse
Mobile Phone,Acer,45714.0,2024-01-29,6,Central,4GB,256GB,2024,1,29,274284.0,8,-25.0,Baisse
Mobile Phone,Acer,17359.0,2024-01-29,3,Central,8GB,1TB,2024,1,29,52077.0,6,-50.0,Baisse
Mobile Phone,Acer,51455.0,2024-01-30,1,East,6GB,512GB,2024,1,30,51455.0,3,-66.67,Baisse
Laptop,Acer,181723.0,2024-01-30,7,West,6GB,1TB,2024,1,30,1272061.0,1,600.0,Forte Hausse
Mobile Phone,Acer,9766.0,2024-01-30,8,West,32GB,256GB,2024,1,30,78128.0,7,14.29,Forte Hausse
Laptop,Acer,56137.0,2024-02-01,10,North,6GB,1TB,2024,2,1,561370.0,8,25.0,Forte Hausse
Mobile Phone,Acer,22682.0,2024-02-01,1,West,8GB,512GB,2024,2,1,22682.0,10,-90.0,Baisse
Laptop,Acer,190127.0,2024-02-01,3,West,32GB,1TB,2024,2,1,570381.0,1,200.0,Forte Hausse
Laptop,Acer,27536.0,2024-02-01,4,West,32GB,512GB,2024,2,1,110144.0,3,33.33,Forte Hausse
Mobile Phone,Acer,50338.0,2024-02-01,5,East,6GB,64GB,2024,2,1,251690.0,4,25.0,Forte Hausse
Laptop,Acer,147709.0,2024-02-02,7,East,8GB,512GB,2024,2,2,1033963.0,5,40.0,Forte Hausse
Laptop,Acer,144827.0,2024-02-02,3,North,12GB,64GB,2024,2,2,434481.0,7,-57.14,Baisse
Laptop,Acer,177069.0,2024-02-02,10,Central,16GB,128GB,2024,2,2,1770690.0,3,233.33,Forte Hausse
Laptop,Acer,102637.0,2024-02-03,5,Central,4GB,256GB,2024,2,3,513185.0,10,-50.0,Baisse
Mobile Phone,Acer,50753.0,2024-02-04,10,South,8GB,256GB,2024,2,4,507530.0,5,100.0,Forte Hausse
Mobile Phone,Acer,198713.0,2024-02-04,10,East,4GB,1TB,2024,2,4,1987130.0,10,0.0,Stable
Mobile Phone,Acer,154172.0,2024-02-06,7,North,6GB,128GB,2024,2,6,1079204.0,10,-30.0,Baisse
Laptop,Acer,161738.0,2024-02-07,6,North,4GB,1TB,2024,2,7,970428.0,7,-14.29,Baisse
Laptop,Acer,177752.0,2024-02-07,3,Central,32GB,1TB,2024,2,7,533256.0,6,-50.0,Baisse
Mobile Phone,Acer,176903.0,2024-02-08,4,Central,12GB,512GB,2024,2,8,707612.0,3,33.33,Forte Hausse
Mobile Phone,Acer,151341.0,2024-02-10,5,East,4GB,128GB,2024,2,10,756705.0,4,25.0,Forte Hausse
Laptop,Acer,17570.0,2024-02-10,8,East,12GB,64GB,2024,2,10,140560.0,5,60.0,Forte Hausse
Laptop,Acer,69973.0,2024-02-10,5,South,16GB,128GB,2024,2,10,349865.0,8,-37.5,Baisse
Mobile Phone,Acer,152913.0,2024-02-10,6,South,4GB,1TB,2024,2,10,917478.0,5,20.0,Forte Hausse
Mobile Phone,Acer,34224.0,2024-02-11,10,South,4GB,256GB,2024,2,11,342240.0,6,66.67,Forte Hausse
Laptop,Acer,135044.0,2024-02-11,2,West,8GB,1TB,2024,2,11,270088.0,10,-80.0,Baisse
Laptop,Acer,198298.0,2024-02-12,4,South,6GB,256GB,2024,2,12,793192.0,2,100.0,Forte Hausse
Laptop,Acer,138593.0,2024-02-12,4,Central,8GB,128GB,2024,2,12,554372.0,4,0.0,Stable
Mobile Phone,Acer,31487.0,2024-02-13,4,East,32GB,512GB,2024,2,13,125948.0,4,0.0,Stable
Mobile Phone,Acer,149052.0,2024-02-14,9,South,32GB,128GB,2024,2,14,1341468.0,4,125.0,Forte Hausse
Mobile Phone,Acer,194544.0,2024-02-14,7,South,12GB,1TB,2024,2,14,1361808.0,9,-22.22,Baisse
Mobile Phone,Acer,15382.0,2024-02-15,5,West,4GB,128GB,2024,2,15,76910.0,7,-28.57,Baisse
Laptop,Acer,154568.0,2024-02-16,4,North,32GB,1TB,2024,2,16,618272.0,5,-20.0,Baisse
Mobile Phone,Acer,39270.0,2024-02-16,3,South,12GB,1TB,2024,2,16,117810.0,4,-25.0,Baisse
Laptop,Acer,30661.0,2024-02-17,10,North,16GB,256GB,2024,2,17,306610.0,3,233.33,Forte Hausse
Laptop,Acer,165112.0,2024-02-17,3,East,6GB,64GB,2024,2,17,495336.0,10,-70.0,Baisse
Mobile Phone,Acer,173692.0,2024-02-17,8,North,4GB,64GB,2024,2,17,1389536.0,3,166.67,Forte Hausse
Laptop,Acer,183585.0,2024-02-17,2,West,12GB,1TB,2024,2,17,367170.0,8,-75.0,Baisse
Mobile Phone,Acer,48506.0,2024-02-18,4,South,6GB,1TB,2024,2,18,194024.0,2,100.0,Forte Hausse
Laptop,Acer,88082.0,2024-02-19,2,West,16GB,1TB,2024,2,19,176164.0,4,-50.0,Baisse
Laptop,Acer,121153.0,2024-02-19,8,South,12GB,1TB,2024,2,19,969224.0,2,300.0,Forte Hausse
Laptop,Acer,155450.0,2024-02-19,5,Central,32GB,64GB,2024,2,19,777250.0,8,-37.5,Baisse
Mobile Phone,Acer,91806.0,2024-02-21,10,East,32GB,1TB,2024,2,21,918060.0,5,100.0,Forte Hausse
Mobile Phone,Acer,111493.0,2024-02-21,7,Central,6GB,128GB,2024,2,21,780451.0,10,-30.0,Baisse
Laptop,Acer,183305.0,2024-02-21,8,Central,8GB,512GB,2024,2,21,1466440.0,7,14.29,Forte Hausse
Mobile Phone,Acer,183141.0,2024-02-22,8,South,16GB,64GB,2024,2,22,1465128.0,8,0.0,Stable
Mobile Phone,Acer,163290.0,2024-02-22,1,Central,16GB,1TB,2024,2,22,163290.0,8,-87.5,Baisse
Laptop,Acer,146114.0,2024-02-23,4,North,8GB,128GB,2024,2,23,584456.0,1,300.0,Forte Hausse
Laptop,Acer,176690.0,2024-02-23,4,East,6GB,512GB,2024,2,23,706760.0,4,0.0,Stable
Mobile Phone,Acer,66535.0,2024-02-24,3,Central,6GB,64GB,2024,2,24,199605.0,4,-25.0,Baisse
Laptop,Acer,118809.0,2024-02-24,1,Central,4GB,256GB,2024,2,24,118809.0,3,-66.67,Baisse
Laptop,Acer,155469.0,2024-02-25,6,South,32GB,1TB,2024,2,25,932814.0,1,500.0,Forte Hausse
Laptop,Acer,184882.0,2024-02-26,9,North,8GB,128GB,2024,2,26,1663938.0,6,50.0,Forte Hausse
Mobile Phone,Acer,193075.0,2024-02-26,6,South,12GB,512GB,2024,2,26,1158450.0,9,-33.33,Baisse
Mobile Phone,Acer,39216.0,2024-02-28,2,Central,6GB,64GB,2024,2,28,78432.0,6,-66.67,Baisse
Laptop,Acer,81393.0,2024-03-01,10,East,12GB,1TB,2024,3,1,813930.0,2,400.0,Forte Hausse
Laptop,Acer,168667.0,2024-03-02,8,East,8GB,256GB,2024,3,2,1349336.0,10,-20.0,Baisse
Laptop,Acer,124775.0,2024-03-04,4,East,6GB,128GB,2024,3,4,499100.0,8,-50.0,Baisse
Laptop,Acer,152792.0,2024-03-05,3,East,6GB,64GB,2024,3,5,458376.0,4,-25.0,Baisse
Mobile Phone,Acer,44229.0,2024-03-05,3,Central,4GB,64GB,2024,3,5,132687.0,3,0.0,Stable
Mobile Phone,Acer,60464.0,2024-03-05,10,East,12GB,64GB,2024,3,5,604640.0,3,233.33,Forte Hausse
